id,rating,title,date,content
r_gregory,5,"It's worth the upgrade
","August 13, 2019","I upgraded from a Kindle keyboard.  I wondered if it was really worth it, but I'm glad I did.  The light alone is worth the upgrade.  And I enjoy the touch controls - another thing I wondered about.  But it's very intuitive and I slid right into it the very first day.  Battery life has never been an issue for my Kindles and this model is no exception; even with the light it lasts for days.  Overall I am very pleased with the new model and have no regrets
"
Paul M.,5,"A great reading experience.
","October 20, 2019","This is my first experience with Kindle and I'm very satisfied. Didn't know what to expect since I'm so used to flipping the pages of a book. After getting used to it I found so many advantages compared to reading a normal book. The only thing I have trouble with is the battery is supposed to last for weeks. Maybe that is true for people who don't do a lot of reading but I find that after a week I have to charge it.  Not a big deal though.
"
Amazon Customer,1,"Not what I expected when trying to replace my old kindle fire
","July 21, 2019","Completely dissatisfied. Bought this to replace my old kindle fire and will be returning it. It does nothing the kindle fire does other than offer books for purchase. I used my fire for online libraries to checkout books. I also used it to access google and email. Had no idea the new kindle was only for reading purchased books. So disappointed
"
P. Taylor,5,"Upgrade from Basic Kindle
","August 1, 2019","I received my first basic Kindle in 2011 as a Christmas gift from my daughter.  Best gift ever!  The only complaint I had was not being able to read in bed without a bedside lamp.  NOW my new Kindle has a built-in light, hooray!  Took some practice to use the touch screen instead of buttons, but not that difficult.  Got Kindle Unlimited trial with my purchase, so I'm eager to get more downloads.  I love that I still have access to all my Kindle book purchases since 2011.
"
David Wheat,4,"It is a great reader with a few new tricks for an ""old dog.""
","July 29, 2019","I am very satisfied with the new Kindle.  I didn't need anything more than this, which is why I did not go with another Kindle that was more table.The touch/swipe screen is taking just a bit of time to adapt to since I am accustomed to the buttons on the original Kindle gen 2 device.  The muscle memory of the ""next page"" and ""previous page"" took a while to purge.  Battery life has been unbelievable!  I am an ""old dog"" so I am having to learn some new tricks on this device, but they are logical, and I am sure a person with more experience with this style of touch/swipe actions will have no trouble adapting to the system.I expect my level of satisfaction will rise as I become more familiar with the new actions.
"
Claire Hopper,5,"Great Kindle for the Price!
","October 7, 2019","All of the negative reviews that you see are fake news and they’re mainly comparing it to the Paperwhite or a previous model. If you buy a budget model, you’ll obviously get something that’s not as good as its higher-end brother. Having said that, this Kindle is great and reads just fine! Who cares about the 167 ppi or the backlit screen? Whatever, the text is legible and the battery lasts at least a week. If you have any problems with that, then I can’t help you.
"
sweetpickles,5,"I'm sensitive to e-devices, but love this Kindle.
","September 15, 2019","I am really sensitive to my iPad , computer, and electronic devices in general. I can feel a static vibration off of them and it feels disorganizimg and generally just really awful to me. I chose this particular Kindle, the most basic and simple I could find, with little expectation that I'd like it, based on my history with electronic devices. Much to my surprise I love it and can read for hours without the same kind of irritation I have with my iPad or computer.
"
T. Adair,4,"Good buy
","October 29, 2019","I enjoy this kindle.  I wish it still played Mp3s like the old ones would.  If you combine a kindle with a library card you can get an awful lot of free reading done on cold winter days.Amazon makes it a bit too easy to buy books and spend money but works well and best e-book reading experience.
"
Ms. DC,4,"Not my favorite model
","September 9, 2019","There seem to be some issues with the screen. Sometimes I can't turn the ""page"" and the screen just sticks. I have to force myself to be patient and wait several seconds. I know, that sounds silly. But when you're cruising along in a story, waiting to turn the page is so frustrating. 10-seconds of frustration. The battery life is also not as good as previous versions.I love Kindle and can't be without it. However, this version doesn't live up to the legend.
"
CC in Greentown,2,"Definite downgrade from kindle fire
","May 31, 2019","This kindle is smaller that my old one.  It is more difficult to navigate.  The screen saver and home page are all rather dismal black and white.  I've had for several months and cannot make myself finish a book.  My old kindle fire could no longer be charged, so I did not replace it due to dissatisfaction.  I find this model to be an all around downgrade.
"
Zeynep,3,"Not bad, but not 5-star happy
","August 12, 2019","The device arrived quickly (more quickly than expected, for which I was glad).  Everything was simple to set up and it's easy to use.  2 reasons why I didn't give it more stars:  when I go to turn a page, sometimes it turns more than one page and then I need to find my spot again.  Also, the words are very light.  I understand that I bought this knowing the ppi wasn't as good as the New Paperwhite.  In reading reviews before purchasing, it seemed as if the ppi level wasn't a big deal (and it may not be to some), but the words are a bit lighter than I prefer.  This isn't a bad purchase, but I do wish I had waited until the new Paperwhite was on sale.  However, for not wanting to purchase the new Paperwhite for its price, this one was okay.  Just not top-notch.  I won't tell people not to purchase this, but you may want to wait until the new Paperwhite is on sale.
"
Bear Sayer,5,"Battery lasts a LONG time
","June 23, 2019","I have to admit that I was sceptical about the battery ""lasting for a week or more"", especially if I used it with the light. Well I am a believer now that I have been using it. Most of the time I get a chance to read, it is at night before I go to sleep. So I have been pretty much only using it with the light on for at least an hour and a half daily, before I had to charge it 2 weeks later.The screen is extremely easy to read in any kind of lighting condition and I really like the fact that it is so lightweight too.
"
JWES14,5,"It’s so small!
","September 8, 2019","This is my 2nd kindle and it’s smaller than the one I previously had. However that does not bother me one bit. The battery life is amazing. I’ve had to charge it maybe twice in the last 2 months. The backlight is the key selling point for me. I read indoors, outdoors, right before bed and I enjoy that there is not glare while outside and the backlight is just the right brightness for me to not have to squint while reading at night. This kindle is a must have!
"
khott,3,"Comparable to paper white.
","May 2, 2019","I like the smaller size.  The back lighting is a must.  I ordered this kindle before it had the back light and sent it back, just too dark to read comfortably.  I do have one problem with this though.  Instead of swiping the screen to turn a page you are supposed to tap or touch the screen.  That's fine, except I find that there are times I have to touch the screen multiple times to get it to turn the page.  Very annoying!
"
Hagen,5,"Very good for classic reading
","June 24, 2019","This is my first Kindle so I cannot make a comparison but it is very kind with the eye, it is quite good for book reading, e-ink tech amazes me, I was hesitant of e reading because I enjoy real books, paper made, but it is an interesting experience, and I fint it very helpful highlights, notes and dictionary functions. Because of my job I spent many hours in front of a computer and my vision gets tired after some hours, but with this technology I don't get tired at all.
"
J. Brewer,5,"Convenient
","October 28, 2019","Love this little Kindle. The backlighting is easy on the eyes and the battery lasts a long time. Turning the pages took a minute to work out due to how I was holding it. I wish it had a ‘stand’ but I suppose I can find a case for it that will do hat.
"
Melissa A. Lawson,5,"Best Investment!
","August 1, 2019","I always used the Kindle app on my smartphone to read books, but it was taking up too much space and was hard to read. I caught this Kindle during the Prime deals and bought it. I absolutely love it! I downloaded all my ebooks onto it and was able to delete them from my phone. I can sit outside in the late evenings when it's too dark to read and use the Kindle. I love the WordWise feature. It saves me from having to look up unfamiliar words.
"
Migs A.,5,"Good, but not as best as I hoped.
","August 17, 2019","I decided to buy this Kindle so I could get back into reading more. While the built-in light makes it easy to read, the touch screen can feel a bit unresponsive at times (like, it either lags or doesn't recognize my swiping). I can't be all mad, since I know there's a big difference in how a smartphone handles versus a Kindle; I just hoped to be wowed more than I was. I guess it's an e-reader at most. Would definitely recommend to anyone getting back to reading, or anyone who should begin.
"
Edward Ramsey,5,"Great product.
","April 18, 2019","I have been reading more and watching less TV.  I can also read at night with the lights out.  I should have bought one sooner.
"
S. BOWEN,5,"Great for the Price!
","October 27, 2019","The price was great - got $25 trade-in credit plus $25 off so replaced my old Kindle for about $40.  The touch screen is more sensitive than my older Paperwhite and the battery life isn't quite as good, but overall it is great if you just read books.
"
NICHIH3,5,"Great!
","June 6, 2019","This is an amazing price for a great product. I bought this to replace my kindle voyage which had some design flaws and it stopped holding a charge after 2 years.This is light-weight and has an amazingly clear screen.Some people say this is a downgrade but I disagree! It might have a little less storage and lower pixelated screen but I honestly can not tell the difference between this a paperwhite and the Voyage.I highly recommend!
"
S Ann W,4,"The light is awesome
","June 25, 2019","I am enjoying not having to supply an exterior light in order to read in a low light situation.  The only problem I have with this kindle is that sometimes it will not open when the power switch is used...I have to resort to holding it down until normally it would reboot, fortunately this opens it with the choice to cancel the reboot.  My library opens with pictures of the books instead of just a list, and I would prefer a choice there.
"
Kay Tak,4,"New to Kindle
","October 28, 2019","I am a Nook user. I bought a kindle to read those books not on B&N or were significantly cheaper on Amazon. I miss the robbery feel of my nook. I miss the page buttons, the screen is very sensitive. I am constantly changing something or going somewhere. I like the color change of the glowlight in the Nook. Having said all that. I love the easy menu selection. Love Good reads being right there, the size and weight is great. I don't miss the higher pip and the price is great. I bought the kindle with ads...which don't bother me at all by the way....for $89.00.....a great buy. So glad I own both!
"
Socks Review,4,"Good Product
","May 30, 2019","I really like the built in light and the touch screen.  I like that it acts more like an actual tablet than an original Kindle.  I also have one of earlier Kindles.  I like that you can completely power off the older Kindles.  Also even if you don't power off the older Kindle, the charge lasts a lot longer.
"
Becky Brandon,5,"How can I turn off the light?
","July 31, 2019","It's pretty hard to go wrong with a book that can instantly become any other book in my library at the touch of my finger. It's so lightweight! And I was bothered to have to buy a case, because the Kindle screen cannot survive without protection. But then I saw the multitude of cases to choose from! Side note: I just found my first generation Kindle in a drawer, and wow -- has it come a long way! Still fantastic, amazing, and worth every penny. Touch screen works perfectly, and the battery only wears down quickly because I have no idea how to turn off the light.
"
BCP,2,"""Special Offers"" are ads. You have to pay extra to remove them
","July 31, 2019","This is a review for Kindle with ""Special Offers."" This means it has advertisements that it shows you on the home screen and on the screen saver. It isn't clear that this is what the ""special offers"" means and it is the default option. They don't make it obvious that it was an option. I really hate the ads and was disappointed when I first used the kindle.The hardware itself is great. I ended up paying and additional $20 to remove the ""special offers"" option and now it is great. I give five stars to the kindle itself, and 2 stars to the product listed here: the kindle with ""special offers""
"
reading gal,3,"Sudden forwarding problem
","May 9, 2019","I like the light and some other features that I have tried but do not like the way it will suddenly forward the book I am reading to a distant percent and is difficult to return to the page I was reading. At least temporarily am back to reading in mr Kindle 2 without the inside light as it behaves as it ought to!
"
Rjn,1,"UNABLE TO PLAY SOLITAIRE
","April 29, 2019","NOT ABLE TO DOWNLOAD AND PLAY SOLITAIRE CARD GAME. THAT IS WHY WE ORDERED A 4TH KINDLE. CHAT WAS NO HELP AT ALL.
"
Lisa Pereira,1,"No real product use information
","June 30, 2019","This product doesn’t seem to turn off just goes into sleep mode and getting to the home screen is sometimes difficult I also bought for audible reading and they aren’t available with the membership with the authors I follow I wanted to upgrade and it’s not available and customer service is of NO assistance
"
Yvonne,5,"I am enjoying my new kindle
","August 5, 2019","I really like the light.  It makes such a difference in reading over my old kindle.  I am still getting used to the touch screen.  It seems to be very responsive.  I will be reading and hit the screen unitentionally and something pops up such as font size or the menu.  I think I liked the old page navigation of pressing the button versus the screen just for that reason.  Otherwise, I like the touch screen.  I am very pleased with this new kindle.  Even that minor issue I have does not make this any less enjoyable.  I will get used to it!
"
PAguilera,2,"poor ppi
","July 27, 2019","Had to return it due to the low resolution.  It is manageable, but the whole time I was reading my book it limited my immersion due to the constant niggling disappointment in the back of my head.  It can be improved somewhat by choosing fonts, density and lighting.... but it is really not smooth or clear enough to be considered anything but a low- budget, passable e-reader.
"
Lisa Bryant,4,"New Kindle
","August 10, 2019","I like this new kindle. I replaced the one I bought in 2010. It’s smaller and nice to hold and I love the light built in. What I don’t like is the way I have to look for all my books that are in my queue. Before, it was a much longer list so it was only a few pages to scroll through, now it only has 4 books in each page and I have to keep scrolling to look for the books I want to start reading. Makes it a lot more work to find the book that I want.
"
Kimberly Finley,4,"I can't play my Kindle games on my new Kindle
","August 5, 2019","I just got this kindle to replace my old one.  On my old one I had a bunch of games that I had gotten to play on my kindle like majong, solitaire, scrabble, etc.  When I got my new kindle none of my games would download.  I had to have customer service call me and then I found out that the new Kindles don't support these games.  So I couldn't play the games I had bought for my Kindle and that I could only use on my Kindle since I can't play them  from my cloud.  Apparently I have to buy a kindle fire just so I can play the games I bought and used to be able to play on my Kindle.  Fortunately for me I hadn't been able to trade in my old Kindle so I  can still access my games on that.  I do love the built in front light on my new kindle, and this kindle is a lot easier to adjust the settings on.  My old kindle had buttons so the touch screen is easier to use, but sometimes I accidentally turn pages without meaning to, and footnotes can be a problem. You have to tap it in exactly the right place to get them to come up and it usually takes me a few tries.
"
Ahab,3,"New kindle, lower tech, big meh.
","May 20, 2019","Battery lasted about 4 weeks after reading for about 1 hour per day at night. Touch screen is a bit quirky. This kindle is palm sized, just big enough to make reading comfortable. Biggest downside is no reverse font (white font on black background). Page turning and controls are clunky, reminiscent of early computing/low processing power. For the price I expected a little better.
"
Shelby S.,5,"Display looks like pages of a real book
","August 1, 2019","I'm very happy with my Kindle. The display is easy on the eyes and looks just like pages in a real book. The battery life is great. It's easy to use and was easy to set up and connect to wi-fi. It can be a bit slow to respond with using the Store or web browser but while reading there is no delay in response to turning pages. I primarily got this to take advantage of the Kindle Unlimited and so far I'm happy with that as well.
"
Nancy Wright,3,"Learning to use my new Kindle + & -
","May 14, 2019","Like the backlight. My first Kindle was an early edition. This is a definite improvement. Screen is very sensitive & I have skinny fingers but still keep getting things I don’t want instead of what I thought I would see. Would like less assumptions by system about my preferences. But a definite improvement over my defunct Kindle.
"
SKRM,4,"dreaded upgrade, miss my turn buttons
","November 11, 2019","I miss the side page turning buttons from my original kindle... I only upgraded after 6+ years when I dropped it and broke the screen. I miss this feature so much, because you could turn the pages forward and back from both sides of the device.Personally the backlight hurts my eyes... I keep it at 0 and use a reading lamp whenever possible.Other than that, the kindle is a great tool that I love!
"
Rose Foster,5,"Learning the new procedures of Kindle
","November 22, 2019","I use my Kindle to read and am still learning the ins and outs at this time.  I do not find it easy to see a full page of book lists by authors nor do I know how to mark my books as read.  More reading?  The touch screen will need to be more practice as I end up with unwanted things coming up.  At least I can get out of the screens however.  At this time I have not been aware of using the built in light but look forward to doing so.  Overall, it is a matter of getting used to the new Kindle and how to maneuver around.  Would I want to be without it?  NEVER!
"
MizzouEngr,3,"Excellent for reading, but difficult to manage books.
","October 26, 2019","Reading is very easy with the back light. Managing my books is very difficult. This Kindle carries over the same lousy book management system as my last Kindle. It is excessively difficult to move books from one library to another. It is also difficult to perform most of the functions on the Kindle. Finally, my new Kindle tends to reset itself to alternate page formats instead of keeping the one I have selected.
"
Alison,1,"Horrible
","September 7, 2019","Maybe I got a defective Kindle, but it’s like I bought an electronic straight out of 1995. It is slow and glitchy. With all the rave reviews I must’ve have just gotten one with some problem. We have older Kindle models that work great.
"
Amazon Customer,5,"Great little device
","September 16, 2019","I’ve been loving my new Kindle. I had a first-gen Nook that I used for years and was surprised by how much LIGHTER this new Kindle is! The light is a great perk- not backlit, so there’s no eye fatigue like there is from reading off a screen, but enough that I can read in a dark room. The only thing that took a little getting used to was the square shape (for some reason I want it to be more rectangular, like a book), and at first it seemed a little *too* small, but the ease of tossing it into even my smallest purse makes it worth it and it really doesn’t impact my reading at all.
"
Abby Deland,5,"Does exactly what it's supposed to, good basic e-reader for the price
","June 22, 2019","It's very lightweight, I got a case with a strap so I could read while lying in bed with the book above my face and it works fine. The case I got has a strap that is a little tight, but that's not the reader's fault. The only thing I would suggest is to offer a sepia tone for the backlight. It makes it easy to read in low light (especially because you can control the brightness level!) But reading in complete darkness made my eyes tired after a half hour or so.All in all, a good basic e-reader (I've never bothered to get the fancy ones). I got it on sale for about $50 and have had it for about 2 months now.
"
Florida gal,5,"Just what I wanted
","August 26, 2019","Replaced my original kindle with this one and am not disappointed. My goal was to have a kindle with the built in light. I read when I first go to bed at night and was tired of reading on my iPhone. Love the size and built in light. Many a night I would fall asleep when using my original kindle with the light on only to wake hours later with that same table lamp on and in my eyes. I would recommend this model.
"
evan c sprauer,2,"All around worse than old models except backlight
","September 30, 2019","Battery life is slightly worse than the old kindle reader I had. The worst is the touch screen. It just chooses when it want to listen to me when I touch it to move pages. Never had that problem before. It’s not even a sensitivity thing because it will do it even when I press hard. Also what with turning it on and then having to swipe up to actually turn it on? No sense. If my old kindle had a light that one would’ve been perfect. This is a huge downgrade. It’s only purpose as the next generation kindle was to sell more kindles thus make more money. Really frustrates me.
"
Sparecat,3,"This Kindle is not an upgrade!
","August 5, 2019","I replaced my old Kindle when the battery began to fail with this new one. I read the reviews and was told that I should not consider this an upgrade, a new model with many advanced features.  It is a replacement, not an upgrade. In fact, the battery life is no longer than my old Kindle and sometimes the pages do not respond to my touch as they did with my old Kindle.  But!  I love my Kindle and am happy with my purchase.
"
WTF2016,1,"Weird - Only screen goes off but won't power down
","November 20, 2019","Very strange - can't turn it off. Only screen goes off. Felt like I was living in the Watergate Hotel. Actual books are better. And the books don't make a record of what you're reading. That's a pretty big deal in the todays' age.
"
Randall,5,"Great little reader
","August 16, 2019","I bought this to replace a very old kindle.  I had been using a iPad to read my ebooks, and it works fine, but there are times when I just want to read, and not be interrupted.  So it bought this.  Yes it is only black and white, and it is small, but you can adjust the text size.  I can turn pages with one hand.  Easy to take with me, and battery seems to last a long time.  Great for travel, or reading outside.
"
Amazon Customer,3,"Not up to expectation
","November 14, 2019","Have watched a few videos comparing paperwhite 4 and this one and I knew the pixel difference before I click to buy this.  Quite a few videos mentioned reading text is not much difference.  I found the text is not sharp as I expect.Yes I like the size, weight, holding feel. But the display is a bit let down.  Not sure paperwhite looks better.
"
T,5,"Glad I replaced my old 2nd edition Kindle
","July 19, 2019","Saw some reviews that suggested the screen was too small, BUT it is the same size as my older Kindle... just looks smaller b/c the QWERTY keyboard is missing. Plus, you can easily adjust the font size!!!Love my new Kindle, wayyy easier to use than my previous dinosaur version!!!
"
R. Baldino,5,"enjoying my new kindle
","July 14, 2019","The battery life for my kindle is not as what was advertised - I charge every couple of days.  But overall, I really like it.  The built in light is very helpful.  On my original kindle, it was simple to see all the books I had ready to read - and the ones archived that I had read - with this kindle library I have to do a search.  I love the weight, the size, the cover I purchased.
"
Irene,2,"No, not improved...a few steps back.
","June 1, 2019","The battery does not last more than four hours.  The touch screen needs a rubber mallet to get the pages to turn.  Not at all pleased with this kindle.
"
Brenna,4,"minimal improvements
","July 2, 2019","I'm really not sure what the improvements on this one were to be honest with you. Compared to my older version which got destroyed from being flooded in the kitchen, this one is smaller. Which means I need another cover for it.The Battery doesn't seem to last quite as long.And one of my biggest pet peeves, is that unlike the kindle fire, you can't leave a review for amazon and goodreads at the same time.
"
Alan Sandler,4,"Compact
","May 1, 2019","Small & comfortable e-reader. Great for outdoor use. Non glare screen is the reason I bought one for me and one for my wife. We both have Kindle Fire's 3rd generation but can't read outside or at the beach. The type is very clear but I have a magazine subscription and the All New Kindle doesn't show color. The battery does not last for weeks if you read a lot. As a travel e-reader it's great. Good price.
"
Amazon Customer,5,"Glad I Bought This
","August 3, 2019","I have a Kindle Fire that I use to read books, among its other capabilities, but I later wanted just the eReader Kindle. I struggled with this, because it seemed frivolous--the one I already had can do the same things. Eventually, I gave in and got the eReader. LOVE IT!! I prefer the screen that looks more like paper--no glare in the sun. It's SO MUCH SMALLER (and lighter) than the Fire, that its easier to carry around and fit in my purse. I won't stop using the Fire for its other purposes, but I'm so glad I gave in and bought this one as well. Well worth the money.
"
Brianne,5,"Great little device
","August 28, 2019","I gave my mom my Kindle Fire 2nd generation and went to this e-reader. I had a kindle keyboard before my fire, so I was excited about the built in backlight. I had the e-reader for a few weeks now and I love it. I saw some of the other reviews about the slow touch screen and the lack of audio, but keep in mind it is a budget e-reader. The touch screen is actually nice, I love the lightweight feel of the device and the fact I can carry it easier than my old kindle fire. For the audio, it comes with a Bluetooth option, so the possibility of connecting Bluetooth headphones or speakers is high. Overall for the price the device is very nice and I have had no issue
"
Jeri Odell,5,"Great model
","May 13, 2019","I love this kindle. This is my 3rd one. The first one lasted for years but eventually wore out. I lost the next one after about a year. This is the first with built in light and I love it! So much easier to read at night, especially when traveling when I don’t always have a reading light by the bed. My only complaint is the touchscreen is too sensitive so I accidentally turn the page a lot.
"
UkuleleNutCary,2,"Not your Father's Kindle
","October 29, 2019","The Kindle was basically unusable because, unlike earlier generations of Kindle, this one froze up when trying to advance pages. It also had difficulty remembering where I was in the book. And at other times it simply froze up and refused to shut down. I returned it to Amazon.This is the second Kindle in a row with glitchy firmware. Goodbye Old Reliable Kindle, hello Kindle reading app.
"
PDD1121,5,"Satisfied
","April 29, 2019","I bought this kindle for my son. He likes having the light vs his older kindle that didn't have a light at all. He is a night owl, so this is less intrusive for everyone. Happy all around!
"
Jjmj2007,4,"All new kindle
","July 24, 2019","I have a kindle fire and had a kindle years ago. I love the size of this one. I really like the lighted screen for night reading. Even the brightness on the lowest has been great for reading in the sun. Touch screen is difficult, but for the price i can deal with it.I do notice that it has a tendency to sometimes skip ahead a few pages. Overall i am happy with being able to read in sunlight. Will be great for the beach
"
Nick V,5,"Love this thing
","June 20, 2019","I hesitated buying an ebook reader because I like the feel of books. I travel a lot so I wanted an alternative to lugging books around so I gave in. I am in love with the Kindle. Not only can I get plenty of books with my Prime acct. I can also borrow ebooks from my library. I am able to lay down on the couch, put a pillow on my chest and be so comfortable reading now as opposed to getting neck strain or butt pains in chairs.The only con I can think of is that sometimes the touch sensitivity is lacking. This is not a capacitive screen, its eink and you need to get used to it.
"
Zee Stinson,4,"I like the Kindle.
","August 3, 2019","I like the Kindle, but it will skip pages.  I have been using my  kindle for about a week.  I did read the user instructions and am still reviewing them.  More than once I have had to find how many pages it had skipped.I also like that I can just turn on my Kindle and start reading without outside light.  I like that you can adjust the brightness. I haven't yet adjusted the font but I will try that also, since the small print is trying.  I have just realized how to turn the Kindle completely off.  I have just been putting it to sleep.  I have had to charge battery already, but now If I turn it completely off while I am not reading , it will not use battery power.  I haven't been able to connect it to my hearing aids as my fire is connected.  I will continue to try.
"
Louise Winkler,3,"Touch Screen Problems
","September 12, 2019","I like this new Kindle, a little hard getting used to the new look of the home page, etc., but I went from the original version that I've had for many years, so this is an upgrade for me.  My only problem with it is it's both too touch sensitive and at times not enough touch sensitive.  I'll be reading, and haven't touched the screen and the home page or some other page will pop open.  Then at times I'll tap it to turn the page, but it is frozen and I have to tap it multiple times to get it to turn a page.  So a little more work needed on this model.
"
PhyllisM,5,"Best Kindle yet and this is my 4th!
","April 23, 2019","This is my 4th Kindle!  I had the very first Kindle years ago and just keep upgrading!  This new 10th generation Kindle is SUPERB!  I just love it.  I love the size of it, the front lit screen, all the usual Kindle features and love the cover I got for it too!  And the battery charge is simply awesome!  Haven’t had to charge it since I first charged it when I got it- a week ago.  Great value too!
"
Meredith Doran,5,"I LOVE IT!!!
","June 3, 2019","I'm so glad that I decided to purchase this. I always told myself that there will never be anything like holding an actual book in your hand, but I broke down and bought the Kindle since it was cheaper to buy books this way. I actually read more than I used to now. It isn't hard on the eyes and the built in light is a plus. I take it to the beach, take it to work, take it everywhere because it's so cute and small and can fit in all of my purses.
"
Christopher Asturi,1,"you cant charge it and watch it at the same time if you need to be hands free
","November 13, 2019","I need it at work to read tech manuals but you cant use it hands free while charging. Also, if you don't turn the page soon enough, it shuts off. Then, when it's shut off there are advertisements on the screen that you can't just swipe and remove, you have to pick it up and turn it back on. For me this was a waste of money and has turned me off to amazon products so much that it's unlikely I'll use amazon for anything in the future.
"
Amanda Panda clark,4,"Not bad at all.
","July 18, 2019","Okay so i just got this kindle..never had a one before.. i noticed when i would go to scroll up or down there is glitching.. and why don't this have color and the built in light is not bright enough. Its kinda dem but manageable. Just will take some getting use to i guess. But over all very nice indeed. I love the way it looks and ita very lite to hold..and of course i had to buy white..it can fit in my purse easily..
"
Ruth Moody,4,"New paper white
","June 12, 2019","I use it to read books.  It seems to work fine. It has a new learning curve but it seems to be working ok.  I sent in my trade in but haven't received my $25 gift card which I thought was going to be applied to the purchase of the new kindle paper white. Other than that, I like it just fine.
"
Natalie Armstrong,1,"Very laggy
","April 20, 2019","The texture of the Kindle felt all wrong and it was extremely slow and lagged a lot.
"
kayhousley,1,"Survey
","July 18, 2019","I used to have a fire- $90 was a lot of money for this miniature kindle- I feel I made a mistake
"
Benjamin,4,"Not as good as my old Kindle
","August 10, 2019","I.ve been using Kindles for a long time, this is my 4th one.  I bought this one because it came in white, like my first one.  It works like the others, although this is the smallest one physically but the screen is still the same size which is great.  The main problem is that the touch screen is not as responsive as my other ones which I find annoying.  Also the backlighting control is a bit harder to get to.  This is still the only way to read books and everything else is great.  I actually like the ads for different books as it gives me some new ideas for different authors.  All in all a keeper.
"
Kay Mork,4,"Good choice
","August 6, 2019","Only negative is that it did not come with a charger. Also home screen is not set up well for seeing your collection. Time will tell how well it holds up. This is my 3rd kindle. Miss the 3G connectivity for downloading where there is no WiFi, but didn’t want to spend extra to get that. Not sure yet if I like the built in light. Definitely get the no add version. My last kindle was clogged with adds. The charge you extra but it’s worth it. For reading this is your most economical choice that won’t strain your eyes like a kindle fire.
"
Camille,4,"Battery does not last weeks!
","July 17, 2019","This is my first ever kindle and I absolutely love it. I bought it a few days ago to take advantage of the Prime Day deals and overall I'm very happy with it, but the battery life isn't what I expected. Admittedly, I've been reading alot on it (over 3 hours a day) so maybe that's why its dying quicker than advertised but I'm not sure. This is the second time in a couple days I've had to charge it.Another thing I struggle with is that in order for me to go back to my library, I have to let the special offer screen come up and select read now in order to get to my home page. I thought there were be another way but I've not found it yet.Overall I'm happy with it but the battery life is incorrectly advertised and I'm pretty bummed about that.
"
David Snyder,3,"All New Kindle
","August 28, 2019","I like the back light, but find this new kindle much harder to use. The library is hard to manipulate, the touch screen is too sensitive at times and other times not sensitive enough (the paddles on the old unit were easy to use and available on both sides of the unit versus one side for forward and the other for back on this unit). Ordering new books is more difficult. All in all I much preferred the older kindle.
"
Lisa P.,5,"You will wish you had bough it sooner.
","September 24, 2019","After having the 2nd Generation Kindle, I felt the need to upgradd I'm so thankful that I did. The only disadvantage I have found is that you have to manually download your books from your old kindle one at a time,  or use the computer screen.  The bad news here is they are no longer stored  on the compute at this pointlAll around great product. I only regret is  that the sides of the screen holder are slim md my right thumb is nol.I'm sure this won't be a problem for the majority of buyers.
"
Kevin,5,"INSTANT PURCHASE. DO IT NOW.
","August 30, 2019","Honestly, had mixed feelings about buying this. Not a single regret. Doing a lot of studying for different certifications in the IT field and instead of lugging around multiple 20lb books, they fit all in this cool little compact plastic book lol. Not a single complaint about it. The battery life is on early the most impressive part. I’ve had it for a month or two now and i think I’ve only charged it twice. Seriously. I used to hate reading before this purchase. Knowledge is power folks. Invest in your future. 10/10 recommend.
"
Joyce Brock,4,"First time with a Kindle
","October 5, 2019","This is the first time with a Kindle, I've had a Nook which is colored but will have to do without color I guess. I like the fact you can borrow books from Amazon and read them and then return them.  The limit of 10 books at one time is reasonable also.  I have read 4 books since getting the Kindle so I have been pretty busy reading.  It is also easy to take along versus a book, you never lose your place on the Kindle as it takes you back to the page you were on before closing or timing out.  I guess as all things it's a matter of getting acquainted with the Kindle and experimenting finding out just how it works.
"
Jessica,5,"Works great even in the sun!
","July 5, 2019","I lost my last kindle paper white on a plane and I was so upset I knew I needed a new one. This one is even better then last one I had (which was 5yrs old and worked like new.) I’m hoping this one continues to work just as well as the older version. I think my favorite feature is how well it connects to audible! Im a mom to almost (one due soon) 4 children so listening while folding or doing dishes is an awesome option to have!
"
joaurora,1,"This is a terrible Kindle!
","August 17, 2019","This Kindle replaced my good old original Paperwhite Kindle which I enjoyed until it would no longer stay connected to the internet. This was supposed to be an improvement. It changes the Font size constantly when I swipe to turn the page.  It is also very touchy about the swipe, taking innumerable ones to accomplish the turn.  Nothing comes u;p easily and it is almost impossible to sync pages with my IPhone.  I thought it would get easier with use but it gets worse all the time.I am desperate to find one that works!
"
Moose Mama,3,"I miss my original kindle
","July 8, 2019","Somehow, the touch screen is not as simple to use as the old style. I miss the buttons and being able to use either hand equally to turn forward and back. Being left handed makes it even less comfortable, since you have to tap closer to the middle of the page to advance. I like the backlight, but not enough to make up for the missing buttons from my old one.
"
JF,3,"Touchscreen
","May 4, 2019","Page turning is not as responsive as I’d like, and when accessing the icons the pages often turn instead.  But it works, is slightly bigger that a plus size smartphone. I’ve owned other kindles but wanted a small one.  Amazon is correct when it says it’s an entry level kindle.  For the money  it works. I don’t regret having it and I use it all the time.  Best feature:  one can read in the sun!
"
Lady Viz,1,"Don’t buy
","May 14, 2019","I’m disappointed with this Kindle. Not what I expected it too be. The 2016 generation is much better. Plus it didn’t come with any special offers. Just a kindle no offers.
"
